aX,aY,aZ,gX,gY,gZ
1.255,2.052,1.229,-56.152,-8.301,87.585
1.321,2.037,1.209,-34.546,0.488,47.791
1.353,1.942,1.208,-7.690,5.493,6.348
1.295,1.751,1.088,4.822,11.780,-30.334
1.187,1.516,0.970,12.268,18.921,-63.171
1.069,1.294,0.917,22.827,27.893,-93.262
0.985,1.059,0.819,29.297,38.574,-119.385
0.911,0.867,0.751,36.133,49.072,-139.893
0.824,0.669,0.670,40.955,58.777,-154.907
0.756,0.457,0.589,44.678,68.176,-164.978
0.685,0.205,0.500,47.302,75.989,-169.434
0.637,-0.032,0.369,43.030,83.984,-167.786
0.631,-0.297,0.264,32.227,91.675,-159.729
0.646,-0.500,0.177,9.583,98.755,-143.494
0.690,-0.571,0.084,-19.470,104.431,-122.192
0.706,-0.602,-0.066,-49.072,107.361,-99.121
0.690,-0.627,-0.214,-77.087,107.056,-75.806
0.670,-0.681,-0.338,-92.529,101.318,-56.824
0.665,-0.684,-0.458,-92.468,90.759,-44.617
0.687,-0.656,-0.528,-81.482,76.721,-36.926
0.744,-0.616,-0.506,-64.331,60.547,-31.067
0.785,-0.577,-0.457,-51.025,45.410,-25.696
0.799,-0.564,-0.447,-38.391,33.447,-21.362
0.802,-0.560,-0.464,-26.245,23.437,-16.235
0.809,-0.562,-0.451,-17.822,14.221,-10.315
0.813,-0.531,-0.416,-13.245,5.615,-4.578
0.827,-0.482,-0.388,-10.864,-1.160,0.061
0.851,-0.435,-0.349,-9.033,-7.629,4.700
,,,,,
0.778,-1.078,-0.852,90.149,-2.380,14.221
0.670,-1.171,-0.921,105.530,-18.799,24.780
0.560,-1.250,-0.866,115.601,-43.579,38.147
0.511,-1.238,-0.770,120.117,-69.153,55.603
0.500,-1.130,-0.675,120.483,-94.299,74.768
0.446,-0.978,-0.561,117.065,-117.188,94.543
0.352,-0.813,-0.456,112.427,-136.597,113.220
0.274,-0.615,-0.269,114.624,-155.884,127.441
0.294,-0.362,0.082,116.943,-177.185,139.282
0.363,-0.085,0.470,110.046,-197.449,150.757
0.475,0.140,0.955,84.656,-208.801,164.551
0.552,0.482,1.378,71.960,-197.754,176.514
0.638,0.744,1.530,42.480,-170.227,180.969
0.635,1.106,1.723,-20.264,-146.545,191.467
0.704,1.624,2.009,-68.542,-112.244,191.772
0.837,2.067,2.211,-137.024,-69.641,186.523
0.850,2.609,2.031,-196.289,-23.071,171.875
0.935,3.032,1.996,-200.806,16.357,137.695
1.042,3.268,1.931,-177.734,50.049,86.914
1.107,3.303,1.767,-152.039,77.271,25.879
1.100,3.115,1.605,-114.868,93.811,-40.100
1.000,2.729,1.410,-64.026,99.182,-108.521
0.859,2.234,1.305,-19.592,99.915,-168.640
0.709,1.757,1.245,3.235,102.051,-213.928
0.593,1.278,1.147,2.197,106.873,-245.483
0.452,0.873,1.016,-2.197,111.572,-267.456
0.320,0.526,0.869,-10.803,118.469,-281.494
0.211,0.136,0.697,-19.043,128.845,-288.879
0.162,-0.374,0.557,-36.133,143.372,-285.706
0.196,-0.990,0.436,-81.604,162.476,-263.916
0.128,-1.003,0.348,-147.034,180.298,-221.252
0.135,-1.271,0.182,-192.627,194.763,-187.256
0.073,-1.423,-0.359,-213.806,206.909,-164.368
0.115,-1.897,-0.873,-226.013,205.139,-147.888
0.082,-2.464,-1.161,-224.243,183.105,-125.977
-0.005,-2.678,-1.116,-211.304,157.104,-94.604
0.116,-2.835,-1.272,-163.757,143.860,-66.528
0.040,-2.615,-1.695,-106.689,132.385,-48.706
0.141,-2.363,-1.965,-43.274,108.215,-29.846
0.193,-2.220,-1.989,37.659,74.890,-17.761
0.115,-2.296,-1.922,108.521,35.583,-1.343
0.197,-2.380,-1.966,151.489,-3.296,22.400
0.252,-2.235,-1.907,179.199,-51.819,52.368
0.236,-2.067,-1.641,186.951,-107.666,82.764
0.200,-1.781,-1.263,186.340,-155.701,109.314
0.130,-1.373,-1.017,183.533,-192.566,131.775
0.071,-1.094,-0.891,181.335,-222.717,147.888
0.039,-0.776,-0.510,193.604,-253.174,157.166
-0.021,-0.393,-0.093,201.843,-277.954,168.762
0.002,-0.104,0.353,202.026,-292.786,176.575
0.196,0.370,1.063,189.819,-308.472,187.012
0.298,0.850,1.782,166.931,-318.420,196.228
0.353,1.139,2.278,114.746,-308.044,205.078
0.481,1.425,2.746,32.959,-277.100,216.431
0.768,2.006,3.632,-43.274,-219.055,221.802
0.698,2.405,3.190,-72.205,-124.939,210.693
0.757,2.754,2.863,-129.639,-55.603,188.904
1.063,3.135,2.817,-133.972,2.625,154.907
1.228,3.162,2.479,-135.498,54.077,111.023
1.192,3.028,1.922,-156.250,91.431,63.599
1.247,2.815,1.496,-158.752,117.065,7.263
1.281,2.464,1.258,-117.188,126.160,-60.669
1.146,2.048,1.038,-70.984,123.962,-127.869
0.896,1.618,0.838,-22.461,114.868,-184.326
0.664,1.153,0.627,19.348,108.154,-228.638
0.501,0.740,0.591,45.776,105.896,-259.399
0.358,0.311,0.413,49.438,105.652,-271.790
0.203,-0.238,0.369,56.396,105.591,-273.743
0.131,-0.676,0.363,21.484,115.540,-261.230
0.225,-1.017,0.165,-11.475,133.057,-241.516
0.230,-1.412,-0.205,-37.598,150.085,-216.064
0.173,-1.514,-0.473,-111.755,159.058,-167.786
0.172,-1.671,-0.791,-170.837,169.617,-120.483
0.153,-1.759,-0.957,-205.200,166.016,-81.726
0.238,-1.877,-1.157,-202.576,149.597,-55.542
0.255,-1.906,-1.469,-167.725,133.362,-39.368
0.276,-1.853,-1.451,-134.155,109.253,-16.785
0.454,-1.431,-1.512,-65.002,82.336,-7.568
0.571,-1.583,-1.510,11.108,50.354,-10.925
0.540,-1.676,-1.542,75.684,20.508,-4.822
0.446,-1.669,-1.484,110.840,-12.390,15.930
0.466,-1.663,-1.372,145.508,-46.082,32.898
0.501,-1.395,-1.164,162.903,-82.092,52.856
0.452,-1.193,-0.992,161.865,-112.732,73.120
0.376,-1.057,-0.866,163.391,-138.916,83.984
0.378,-1.052,-0.614,157.654,-164.551,92.651
0.405,-0.749,-0.276,146.545,-184.998,109.131
0.444,-0.371,0.052,122.559,-196.960,131.409
0.495,-0.123,0.438,101.257,-207.703,147.400
0.594,0.255,0.814,81.116,-220.215,161.072
0.649,0.631,1.251,54.810,-222.046,173.645
0.817,1.061,1.706,11.841,-201.111,186.279
0.868,1.273,1.785,-25.269,-157.837,191.345
0.914,1.733,1.725,-61.707,-111.633,190.430
1.042,2.106,1.799,-75.745,-67.627,172.852
1.166,2.291,1.857,-88.684,-25.940,146.240
1.160,2.364,1.670,-106.384,9.460,115.906
1.212,2.406,1.458,-109.009,34.058,76.904
1.280,2.327,1.289,-86.304,50.110,28.503
1.268,2.130,1.087,-57.861,58.899,-21.912
1.198,1.830,0.912,-32.532,62.988,-69.214
1.098,1.516,0.778,-5.737,64.453,-111.511
0.965,1.185,0.653,18.860,65.308,-147.888
0.832,0.870,0.546,41.260,67.322,-176.086
0.708,0.548,0.445,61.462,70.679,-196.655
0.592,0.232,0.347,74.768,74.219,-208.618
0.544,-0.170,0.272,79.773,77.637,-211.182
0.532,-0.612,0.202,61.462,83.557,-200.317
0.519,-0.948,0.156,31.128,91.858,-177.734
0.592,-1.010,-0.005,6.897,101.746,-149.414
0.584,-1.026,-0.186,-39.429,106.873,-114.258
0.520,-1.088,-0.380,-90.454,108.887,-76.599
0.544,-1.092,-0.600,-120.911,107.849,-45.410
0.530,-1.024,-0.622,-121.033,95.093,-25.879
0.624,-0.887,-0.628,-99.548,81.482,-16.602
0.757,-0.763,-0.625,-82.520,68.970,-9.338
0.768,-0.776,-0.661,-55.298,54.138,-5.371
0.797,-0.746,-0.736,-23.071,40.283,-3.174
0.783,-0.695,-0.742,8.728,26.855,0.061
,,,,,
0.748,-1.015,-0.822,85.876,-18.677,1.282
0.709,-1.033,-0.857,88.623,-36.682,17.273
0.635,-1.037,-0.862,90.942,-58.777,34.119
0.559,-1.012,-0.819,93.506,-81.665,50.598
0.496,-0.948,-0.743,96.252,-104.065,66.833
0.436,-0.846,-0.628,99.792,-126.770,81.604
0.365,-0.711,-0.448,103.394,-149.414,95.398
0.358,-0.556,-0.153,107.239,-171.814,107.910
0.392,-0.304,0.414,107.117,-193.665,120.728
0.483,-0.026,0.762,105.835,-203.003,132.996
0.526,0.179,1.095,83.801,-205.566,145.447
0.651,0.516,1.506,52.429,-203.674,159.058
0.764,0.876,1.943,9.766,-189.392,172.729
0.753,1.356,2.305,-75.928,-163.818,189.270
0.730,1.746,2.293,-153.564,-120.361,196.411
0.880,2.130,2.497,-167.725,-69.458,185.486
0.970,2.587,2.516,-162.903,-14.160,156.921
1.080,3.203,2.192,-184.265,40.466,110.107
1.266,3.329,1.844,-165.039,84.778,41.687
1.143,3.178,2.090,-83.557,105.408,-37.598
1.074,2.789,1.628,-61.646,124.023,-110.107
0.856,2.263,1.481,2.869,126.709,-174.561
0.750,1.687,1.404,52.368,130.432,-222.107
0.562,1.152,1.273,49.011,138.489,-249.817
0.387,0.626,1.033,40.039,145.813,-269.104
0.170,0.189,0.771,30.518,158.508,-279.907
0.048,-0.272,0.542,10.132,178.101,-278.870
-0.069,-0.625,0.199,-30.029,201.721,-267.334
-0.025,-1.079,-0.024,-99.792,224.548,-244.690
0.160,-1.611,-0.118,-180.847,236.450,-213.074
0.095,-1.945,-0.360,-197.876,235.291,-178.772
0.120,-2.184,-1.001,-209.656,227.234,-143.372
-0.070,-2.243,-1.537,-269.897,213.257,-93.323
-0.293,-1.859,-1.934,-314.636,193.115,-42.725
-0.073,-2.483,-1.526,-324.951,160.950,-12.817
0.101,-2.535,-2.403,-177.063,132.874,-15.503
-0.029,-2.974,-2.527,-87.097,59.387,-19.775
-0.104,-2.719,-1.778,29.419,-18.188,3.113
0.031,-2.171,-1.437,67.688,-51.270,42.969
0.216,-2.110,-1.656,73.364,-70.068,73.303
0.108,-1.912,-1.761,92.529,-108.887,98.328
0.080,-1.559,-1.443,121.887,-154.663,119.812
0.103,-1.264,-1.031,146.545,-191.284,132.629
0.081,-0.998,-0.752,162.720,-218.079,143.555
0.046,-0.747,-0.562,172.607,-237.122,153.931
0.048,-0.445,-0.305,179.443,-253.357,162.964
0.079,-0.163,0.169,186.218,-269.775,167.725
0.198,0.143,0.822,183.533,-281.372,171.387
0.354,0.531,1.450,162.842,-284.485,177.612
0.457,0.737,1.809,115.601,-276.855,186.096
0.620,0.991,2.712,50.781,-259.521,197.754
0.751,1.660,2.945,-8.789,-203.491,210.327
0.903,1.976,2.613,-109.009,-139.343,213.379
1.069,2.623,2.881,-144.653,-86.548,199.890
1.074,3.000,2.670,-131.042,-28.320,164.124
1.173,3.277,2.403,-141.968,27.832,113.586
1.224,3.345,2.099,-106.934,69.641,45.715
1.323,3.064,2.004,-75.012,102.051,-22.400
1.239,2.635,1.551,-34.424,120.178,-89.111
1.124,2.070,1.335,9.399,131.836,-146.606
0.898,1.529,1.167,50.903,137.268,-192.139
0.709,1.031,0.885,57.495,142.273,-223.083
0.530,0.550,0.722,70.374,147.034,-245.178
0.311,0.102,0.561,86.487,153.931,-258.911
0.214,-0.376,0.386,66.711,164.978,-255.554
0.199,-0.747,0.208,24.536,177.063,-236.389
0.231,-0.816,0.078,-38.452,185.181,-203.857
0.225,-1.239,0.071,-124.329,194.214,-163.757
0.221,-1.389,-0.481,-171.631,208.679,-126.831
0.092,-1.461,-0.869,-207.703,197.998,-92.102
0.110,-1.542,-1.278,-198.486,180.237,-66.589
0.155,-1.626,-1.378,-166.321,159.485,-50.415
0.228,-1.585,-1.354,-139.282,133.484,-33.447
0.255,-1.647,-1.497,-96.252,115.234,-25.085
0.349,-1.638,-1.690,-44.678,92.163,-20.447
0.443,-1.704,-1.722,21.545,54.749,-15.259
0.435,-1.722,-1.622,77.209,17.517,-1.526
0.448,-1.660,-1.522,102.905,-14.099,20.630
0.453,-1.592,-1.492,122.864,-48.096,40.771
0.446,-1.446,-1.332,134.644,-84.106,62.500
0.405,-1.147,-1.053,128.601,-117.676,85.815
0.403,-0.913,-0.850,132.141,-143.799,99.182
0.368,-0.635,-0.609,138.428,-168.457,106.689
0.413,-0.505,-0.363,140.015,-187.439,112.305
0.488,-0.226,-0.038,132.202,-198.608,122.742
0.591,0.119,0.647,122.131,-206.909,134.155
0.667,0.462,0.838,116.577,-202.576,138.245
0.812,0.739,1.076,85.083,-195.007,142.517
0.886,0.914,1.395,50.537,-177.979,150.330
0.963,1.181,1.580,12.817,-145.874,156.128
1.105,1.504,1.668,-30.823,-108.154,155.701
1.189,1.846,1.673,-69.580,-67.566,146.912
1.178,2.030,1.689,-87.830,-30.701,124.817
1.255,2.126,1.461,-87.585,-3.296,86.243
1.384,2.142,1.403,-46.387,12.024,36.987
1.395,1.970,1.352,-6.226,22.461,-11.536
1.317,1.702,1.107,13.489,31.555,-53.040
1.205,1.395,0.923,38.696,39.368,-89.844
1.084,1.089,0.828,71.350,47.424,-121.094
0.984,0.812,0.718,86.487,57.251,-143.677
0.872,0.505,0.560,89.355,66.467,-157.898
0.775,0.207,0.484,90.637,75.012,-164.368
0.726,-0.062,0.407,81.177,83.008,-162.598
0.705,-0.322,0.265,56.396,89.600,-153.381
0.696,-0.517,0.166,27.832,93.628,-136.902
0.687,-0.656,0.101,-9.521,95.886,-114.502
0.654,-0.704,-0.059,-58.411,97.961,-86.792
0.584,-0.699,-0.217,-96.558,98.022,-60.913
0.625,-0.693,-0.299,-118.958,95.459,-40.649
0.702,-0.626,-0.460,-123.108,89.600,-27.710
0.710,-0.503,-0.423,-106.445,79.651,-19.409
0.708,-0.462,-0.445,-91.736,69.763,-14.038
0.771,-0.444,-0.495,-75.867,60.181,-12.695
0.806,-0.430,-0.479,-48.157,46.814,-13.611
0.815,-0.446,-0.457,-25.452,35.217,-14.221
0.835,-0.445,-0.490,-4.700,24.475,-14.526
0.824,-0.437,-0.437,10.925,15.747,-12.329
0.855,-0.434,-0.386,18.311,8.911,-8.728
0.864,-0.395,-0.367,19.165,2.319,-5.249
,,,,,
0.833,-1.006,-1.077,89.722,-26.917,1.221
0.740,-1.281,-1.217,108.521,-47.058,8.118
0.588,-1.468,-1.273,130.737,-73.975,18.921
0.467,-1.543,-1.266,150.146,-105.713,31.982
0.362,-1.573,-1.173,159.912,-140.747,49.255
0.186,-1.509,-0.998,154.480,-176.453,75.378
0.035,-1.318,-0.742,140.320,-208.801,105.835
-0.069,-1.012,-0.411,129.395,-238.159,134.094
-0.038,-0.672,0.058,120.178,-265.137,157.166
0.103,-0.326,0.895,100.525,-290.283,176.758
0.409,0.168,1.733,86.975,-295.715,197.510
0.375,0.588,1.855,3.235,-283.936,221.558
0.223,0.836,1.934,-142.334,-261.658,254.578
0.233,1.285,2.275,-225.342,-211.853,269.958
0.377,2.203,2.617,-245.422,-146.973,264.221
0.416,2.952,2.478,-266.296,-68.420,240.723
0.557,3.529,2.338,-265.686,8.911,193.665
0.938,3.986,2.506,-199.585,66.528,124.634
1.019,4.000,2.178,-164.490,108.887,54.199
0.999,3.507,1.920,-104.004,133.362,-25.330
1.064,2.971,1.667,18.799,140.076,-108.765
0.888,2.472,1.776,113.708,142.029,-181.335
0.679,1.718,1.325,53.711,153.198,-218.872
0.462,1.162,1.128,33.936,148.193,-246.216
0.393,0.763,1.033,43.457,143.005,-272.766
0.257,0.369,0.841,17.029,147.888,-285.034
0.086,0.083,0.687,-9.644,157.593,-287.720
-0.042,-0.195,0.520,-24.963,169.556,-285.645
-0.133,-0.580,0.321,-37.476,184.021,-280.334
-0.114,-1.042,0.108,-84.290,197.693,-260.986
-0.038,-1.469,-0.060,-129.150,208.313,-230.103
0.019,-1.724,-0.316,-144.287,209.778,-197.754
-0.129,-1.797,-0.576,-169.800,211.304,-156.494
0.133,-1.543,-0.418,-231.323,214.294,-116.394
0.165,-2.167,-1.198,-295.227,220.764,-83.618
-0.211,-2.441,-2.209,-241.943,199.341,-64.880
-0.377,-3.134,-2.323,-109.741,159.790,-61.523
-0.173,-2.754,-1.642,-25.818,102.356,-34.058
0.326,-2.199,-1.413,37.537,69.641,-7.019
0.626,-1.934,-1.805,72.754,52.856,16.846
0.564,-1.732,-2.113,87.585,18.982,47.302
0.429,-1.775,-1.995,145.569,-39.551,61.768
0.402,-1.675,-1.421,205.078,-108.643,69.336
0.375,-1.284,-1.117,218.079,-150.269,88.135
0.288,-1.186,-1.176,203.430,-177.917,99.182
0.244,-1.084,-0.780,207.031,-217.346,107.361
0.219,-0.826,-0.299,207.703,-248.413,121.460
0.259,-0.467,0.037,169.617,-257.507,144.897
0.265,-0.049,0.548,145.996,-264.587,162.109
0.439,0.251,1.072,127.563,-269.653,171.082
0.621,0.675,1.527,92.957,-267.273,187.439
0.576,1.086,1.890,34.973,-257.019,202.698
0.563,1.516,2.152,-36.316,-223.206,216.980
0.863,2.282,2.563,-81.848,-164.124,221.558
0.990,2.593,2.843,-106.750,-103.210,199.829
0.924,2.885,2.555,-171.326,-34.241,182.556
1.005,3.088,2.396,-171.021,25.085,143.433
1.193,3.200,2.218,-126.282,71.228,83.435
1.312,3.072,1.877,-112.854,104.126,21.423
1.296,2.763,1.535,-94.971,120.911,-41.260
1.200,2.338,1.230,-57.861,124.207,-106.201
1.045,1.893,1.034,-14.160,120.728,-164.978
0.870,1.471,0.910,16.724,115.356,-211.243
0.653,1.062,0.737,33.508,110.962,-244.324
0.443,0.740,0.553,45.410,109.253,-267.456
0.250,0.430,0.368,58.777,110.718,-283.447
0.103,0.018,0.161,71.838,116.577,-293.152
0.012,-0.523,-0.015,73.059,128.784,-290.344
0.055,-1.239,-0.104,55.359,143.982,-266.846
0.125,-1.603,-0.167,13.855,153.748,-224.670
0.025,-1.803,-0.386,-52.368,158.508,-173.279
0.051,-1.833,-0.696,-144.348,168.518,-118.469
0.124,-1.978,-1.482,-195.862,179.321,-75.317
-0.075,-2.597,-1.776,-193.604,154.724,-46.448
-0.111,-2.801,-1.898,-179.016,122.253,-3.601
0.200,-2.230,-1.623,-159.912,93.445,38.330
0.482,-1.769,-1.445,-96.924,51.819,54.443
0.712,-1.431,-1.708,-51.270,26.978,64.087
0.655,-1.074,-1.778,-10.315,-4.883,73.608
0.533,-1.484,-1.646,79.529,-50.293,61.096
0.530,-1.318,-1.238,151.062,-93.750,64.758
0.391,-1.221,-1.123,192.688,-122.986,74.219
0.407,-0.908,-0.936,205.139,-145.813,86.243
0.312,-0.703,-0.667,218.750,-170.166,91.370
0.377,-0.835,-0.429,219.238,-194.092,91.553
0.443,-0.637,0.087,202.332,-210.815,104.065
0.460,-0.234,0.473,159.790,-221.619,127.075
0.622,0.061,0.936,126.831,-232.849,139.465
0.663,0.271,1.340,90.637,-236.145,153.198
0.760,0.815,1.671,18.127,-221.802,179.077
0.796,1.410,1.940,-50.354,-189.880,197.205
0.972,1.921,2.294,-98.328,-139.160,198.486
1.045,2.382,2.222,-150.574,-71.350,193.237
1.001,2.541,1.978,-180.115,-10.498,171.204
1.132,2.686,1.772,-162.354,37.720,129.578
1.344,2.707,1.636,-120.850,69.458,73.181
1.436,2.522,1.467,-82.642,87.463,13.672
1.408,2.184,1.189,-51.636,92.468,-42.725
1.286,1.770,0.913,-12.512,88.196,-96.008
1.116,1.398,0.768,30.884,81.299,-140.808
0.963,1.029,0.640,49.744,79.651,-175.354
0.775,0.696,0.521,63.049,80.688,-201.294
0.598,0.409,0.384,78.430,83.679,-218.811
0.472,0.119,0.229,82.947,89.233,-228.577
0.417,-0.245,0.108,84.167,96.863,-229.248
0.399,-0.749,0.030,81.421,104.370,-217.041
0.447,-1.025,0.031,60.059,110.962,-188.904
0.443,-1.144,-0.077,11.292,114.868,-149.719
0.403,-1.179,-0.337,-49.866,117.310,-108.459
0.387,-1.224,-0.517,-98.389,116.516,-70.374
0.443,-1.284,-0.530,-129.761,113.708,-39.734
0.484,-1.182,-0.829,-142.151,107.727,-15.869
0.545,-0.979,-0.748,-123.718,96.436,-2.258
0.668,-0.860,-0.683,-98.206,82.397,2.686
0.792,-0.681,-0.764,-74.219,67.993,5.615
0.760,-0.579,-0.786,-53.040,52.490,10.742
0.797,-0.540,-0.765,-24.170,37.598,14.221
0.803,-0.506,-0.730,4.944,24.170,15.625
0.819,-0.502,-0.671,28.931,10.620,17.578
,,,,,
0.722,0.630,1.848,-131.958,-245.483,175.415
0.785,1.029,2.028,-210.999,-202.087,191.650
0.813,1.475,2.487,-224.915,-147.034,192.139
0.777,1.907,2.539,-238.403,-76.721,179.749
0.800,2.309,2.398,-268.738,-0.305,156.433
0.934,2.656,2.377,-264.771,65.063,114.624
1.086,2.855,2.018,-240.540,114.197,53.955
1.136,3.039,1.825,-206.177,144.958,-10.315
1.090,2.862,1.657,-141.846,156.677,-76.721
0.949,2.493,1.444,-84.717,159.912,-136.658
0.794,1.962,1.359,-35.278,157.898,-188.538
0.571,1.490,1.222,-8.850,157.043,-232.300
0.366,1.019,0.960,18.127,156.006,-268.738
0.151,0.663,0.818,65.796,158.997,-297.119
0.005,0.298,0.709,107.117,171.326,-315.002
-0.165,-0.039,0.570,122.070,191.162,-320.251
-0.204,-0.555,0.367,105.835,216.431,-310.852
-0.243,-0.989,0.104,80.322,240.295,-289.612
-0.275,-1.310,-0.151,53.772,256.592,-257.019
-0.006,-1.651,-0.367,8.606,263.855,-211.731
0.078,-1.768,-0.641,-50.476,262.573,-153.503
0.168,-1.698,-0.924,-134.277,254.761,-93.018
-0.022,-1.490,-2.497,-157.043,248.657,-54.932
-0.447,-2.313,-2.801,-110.046,210.632,-46.875
-0.164,-2.809,-3.427,-84.106,180.969,-29.480
-0.322,-3.002,-2.370,-116.394,111.145,14.648
-0.150,-2.631,-1.816,-50.415,47.791,58.960
0.227,-1.959,-2.006,3.174,11.658,73.059
0.356,-1.502,-2.456,24.109,-36.011,90.088
0.332,-1.147,-2.396,47.546,-90.576,117.371
0.064,-1.197,-1.813,97.168,-152.222,125.549
0.050,-1.059,-1.454,152.527,-199.402,119.019
0.024,-1.000,-1.124,190.308,-243.164,110.352
-0.042,-0.854,-0.787,209.900,-279.785,108.948
-0.057,-0.648,-0.372,202.454,-303.955,115.784
0.050,-0.363,0.349,203.552,-321.777,119.629
0.404,0.056,1.295,193.542,-318.665,126.343
0.740,0.282,1.783,130.615,-308.350,140.015
0.593,0.475,1.985,27.161,-312.866,167.419
0.376,0.793,2.169,-61.523,-290.466,192.444
0.922,1.709,2.912,-140.930,-231.262,212.769
1.098,2.527,2.971,-183.777,-157.898,210.999
1.038,2.829,2.685,-208.740,-80.261,185.608
1.141,3.176,2.670,-184.265,-14.832,136.414
1.286,3.164,2.428,-124.878,34.912,63.965
1.330,2.924,2.155,-68.481,70.129,-7.812
1.307,2.535,1.956,-26.489,94.727,-70.313
1.173,2.021,1.527,5.310,111.572,-125.000
1.048,1.478,1.324,50.415,123.474,-170.349
0.838,1.022,1.112,64.453,136.536,-203.857
0.615,0.548,0.749,60.608,150.635,-225.647
0.441,0.084,0.591,58.716,165.222,-238.342
0.367,-0.365,0.345,58.044,177.124,-240.479
0.287,-0.794,0.069,45.105,185.852,-228.821
0.182,-1.092,-0.191,1.587,192.871,-198.608
0.288,-1.485,-0.415,-55.481,197.083,-159.607
0.253,-1.630,-0.641,-101.868,193.298,-113.892
0.166,-1.639,-0.911,-144.653,179.260,-73.792
0.134,-1.820,-1.470,-146.545,167.480,-51.514
0.049,-2.089,-1.829,-132.446,145.752,-33.813
0.098,-2.047,-1.980,-132.446,116.638,-0.244
0.184,-1.629,-1.902,-118.103,80.261,32.959
0.336,-1.435,-1.808,-71.838,45.959,48.279
0.527,-0.995,-1.845,-15.747,15.625,52.917
0.589,-0.877,-1.770,42.664,-21.606,48.767
0.471,-1.125,-1.624,108.398,-62.195,40.649
0.414,-0.958,-1.399,145.691,-98.999,49.927
0.369,-0.845,-1.169,177.002,-133.484,53.894
0.414,-0.889,-0.907,200.073,-160.583,54.199
0.443,-0.852,-0.516,194.214,-180.603,64.331
0.487,-0.708,-0.093,181.152,-190.552,80.688
0.565,-0.456,-0.013,161.316,-193.542,94.177
0.657,-0.245,0.303,131.592,-208.496,106.750
0.660,0.004,0.697,124.146,-226.990,113.647
0.756,0.176,1.106,107.178,-240.479,119.141
0.832,0.455,1.458,62.073,-242.615,130.676
0.882,0.776,1.658,4.333,-227.722,145.508
1.065,1.045,1.922,-34.973,-200.989,150.635
1.110,1.401,2.156,-67.932,-164.307,148.926
1.093,1.796,2.082,-88.501,-112.732,134.521
1.078,1.966,2.081,-61.768,-61.829,99.915
1.071,2.002,2.014,-27.405,-15.259,54.688
1.082,1.913,1.845,-2.502,24.963,12.085
1.137,1.690,1.673,19.409,57.434,-26.978
1.106,1.411,1.479,37.964,82.581,-59.998
1.043,1.091,1.292,38.757,102.966,-86.548
1.024,0.790,1.044,28.931,120.300,-107.300
0.928,0.471,0.771,26.611,133.118,-125.244
0.824,0.212,0.619,23.865,143.005,-136.536
0.795,0.013,0.424,4.578,150.269,-137.451
0.634,-0.148,0.242,-10.132,152.954,-132.019
0.578,-0.309,0.085,-31.372,152.954,-121.765
0.580,-0.433,-0.074,-57.007,153.137,-108.215
0.614,-0.573,-0.183,-71.960,145.935,-94.482
0.631,-0.640,-0.320,-87.158,134.094,-79.590
0.521,-0.657,-0.518,-94.727,122.009,-63.782
0.564,-0.759,-0.590,-98.022,110.107,-50.232
0.660,-0.712,-0.609,-104.370,99.609,-37.964
0.671,-0.713,-0.775,-93.933,88.013,-27.161
0.690,-0.718,-0.744,-75.073,71.777,-20.081
0.709,-0.669,-0.776,-64.087,58.899,-12.573
0.715,-0.658,-0.811,-54.932,46.448,-6.409
0.716,-0.668,-0.820,-33.875,32.959,-3.601
0.710,-0.653,-0.776,-8.911,17.944,-1.465
0.717,-0.617,-0.760,6.165,5.371,2.380
0.727,-0.603,-0.713,19.287,-6.409,6.958
0.745,-0.604,-0.624,28.503,-17.700,12.329
0.771,-0.574,-0.542,32.288,-27.954,18.372
0.810,-0.503,-0.450,35.828,-37.720,24.475
0.852,-0.405,-0.319,36.194,-48.218,31.494
0.883,-0.288,-0.204,30.701,-58.044,38.879
0.885,-0.154,-0.095,24.597,-66.833,45.471
0.904,-0.065,0.009,22.217,-74.097,49.133
0.964,0.054,0.150,22.766,-78.613,50.720
1.003,0.170,0.240,21.362,-79.834,52.429
1.066,0.294,0.341,14.832,-77.637,53.528
1.086,0.396,0.428,11.475,-71.289,52.185
1.093,0.460,0.465,6.775,-59.692,47.546
1.094,0.497,0.460,5.981,-44.189,39.734
,,,,,
0.733,-1.112,-0.977,46.509,-39.978,32.043
0.599,-1.276,-0.855,51.880,-64.209,47.363
0.556,-1.347,-0.762,51.025,-85.388,62.744
0.510,-1.209,-0.667,47.546,-105.713,80.017
0.486,-0.980,-0.568,48.035,-126.404,96.558
0.362,-0.819,-0.453,51.086,-146.790,111.816
0.294,-0.688,-0.384,56.641,-161.804,126.709
0.203,-0.562,-0.258,69.031,-176.636,139.343
0.169,-0.385,-0.038,81.726,-195.374,149.963
0.279,-0.090,0.639,94.299,-214.905,157.959
0.429,0.155,1.056,102.295,-223.267,161.987
0.376,0.299,1.293,64.331,-230.408,172.974
0.452,0.584,1.569,5.981,-225.525,190.857
0.521,0.933,2.083,-52.551,-205.872,205.566
0.581,1.379,2.184,-135.193,-168.640,213.501
0.720,1.897,2.329,-184.448,-114.746,210.632
0.790,2.469,2.445,-202.637,-49.011,192.627
0.794,2.946,2.265,-217.285,18.677,155.151
1.000,3.328,2.067,-216.736,75.500,100.708
1.162,3.466,1.796,-199.463,112.976,38.330
1.164,3.341,1.677,-162.415,135.254,-24.597
1.006,2.923,1.533,-103.699,142.761,-92.957
0.857,2.368,1.388,-51.758,139.709,-157.654
