aX,aY,aZ,gX,gY,gZ
0.727,-0.255,0.464,37.170,-14.282,-8.911
0.883,-0.309,0.487,27.161,-10.498,-4.395
0.877,-0.249,0.514,16.418,-7.385,-0.916
0.920,-0.237,0.487,9.521,-5.615,-0.549
0.826,-0.040,0.454,4.395,-3.967,6.592
0.792,-0.005,0.410,13.611,-5.615,4.089
0.859,-0.060,0.407,19.714,-7.935,1.343
0.888,0.038,0.450,12.207,-7.568,4.272
0.900,0.172,0.520,6.775,-8.301,4.456
,,,,,
1.289,1.216,0.754,-59.021,-30.151,-40.161
1.483,1.387,0.893,-79.407,-32.776,-42.236
1.625,1.637,0.977,-99.731,-31.311,-44.617
1.735,1.921,0.966,-116.943,-26.001,-50.659
1.861,2.247,0.845,-135.681,-18.311,-60.852
1.957,2.597,0.639,-150.146,-12.390,-74.951
1.977,3.186,0.415,-166.687,-7.568,-91.125
1.985,3.881,0.167,-173.767,-5.005,-115.356
2.030,4.000,0.061,-159.424,-10.559,-158.325
1.868,4.000,0.065,-133.911,-26.428,-210.144
1.553,3.602,0.217,-98.816,-47.424,-267.334
1.222,2.876,0.418,-85.754,-57.129,-322.021
0.791,2.230,0.486,-117.859,-51.880,-366.638
0.141,1.885,0.374,-167.053,-45.105,-401.550
-0.591,1.660,0.118,-213.074,-48.828,-434.204
-1.611,1.292,-0.066,-250.793,-69.153,-469.849
-2.882,0.996,-0.160,-231.873,-112.854,-500.366
-3.915,0.812,-0.158,-163.818,-177.795,-526.672
-4.000,0.932,0.196,-173.157,-244.263,-552.246
-4.000,0.193,-0.808,-242.981,-264.954,-576.843
-4.000,-1.375,1.293,-308.105,-278.687,-589.050
-4.000,-4.000,4.000,-40.588,-417.664,-590.149
-4.000,-4.000,4.000,264.954,-343.872,-518.494
-1.002,-4.000,4.000,-457.214,-52.917,-247.742
0.786,-4.000,2.458,-81.482,112.854,-16.113
-2.047,-0.675,-0.224,66.040,247.375,216.248
-2.074,2.272,-0.018,-119.019,187.927,287.048
-1.959,1.496,-0.837,196.167,143.555,208.923
-0.615,-2.057,0.335,303.955,70.496,135.254
-0.011,-4.000,0.912,243.958,39.001,128.052
-2.316,-2.647,3.573,210.999,-11.963,268.127
-2.667,1.504,2.026,-224.426,-17.517,379.517
-2.299,1.540,0.952,-224.121,127.075,300.354
-2.133,0.448,-0.605,-12.817,250.305,200.378
-1.405,-0.988,-0.600,98.206,195.862,168.579
-0.745,-1.831,-0.736,213.135,122.803,195.007
-0.543,-1.215,-0.208,177.551,31.555,256.836
-0.564,-0.276,0.790,49.500,-39.978,297.424
-0.241,0.465,1.608,-122.253,-42.725,306.274
0.146,1.160,1.765,-119.934,27.954,270.020
0.290,0.523,1.435,-9.583,77.087,208.740
0.294,-0.283,0.918,68.298,93.018,169.006
0.346,-0.275,0.384,65.613,102.661,170.105
0.574,0.248,0.139,17.273,104.370,180.969
0.754,0.687,0.176,25.330,81.482,176.636
0.854,0.558,0.452,38.452,51.636,157.166
0.912,0.274,0.760,42.358,41.748,139.221
0.941,0.394,0.892,32.410,51.331,133.972
0.957,0.560,0.864,41.992,67.200,126.526
0.963,0.460,0.683,66.101,79.712,113.159
0.984,0.296,0.439,73.425,88.745,102.600
1.025,0.369,0.230,61.096,91.492,100.464
1.069,0.653,0.135,50.415,80.627,99.976
1.134,0.789,0.174,52.246,61.035,94.177
1.144,0.684,0.293,66.345,46.509,84.656
1.146,0.626,0.426,79.956,41.138,79.285
1.171,0.739,0.510,90.698,43.152,78.186
1.170,0.861,0.569,106.506,48.340,75.439
1.140,0.794,0.605,129.456,56.091,70.496
1.190,0.755,0.546,153.564,69.092,69.092
1.332,0.772,0.373,172.241,79.651,64.331
1.353,0.485,0.059,189.392,77.454,40.283
1.114,0.234,0.067,92.407,58.472,21.240
0.912,-0.083,0.313,-9.827,26.611,14.465
1.121,0.198,0.557,-51.819,8.240,26.001
1.318,0.495,0.637,-90.759,13.855,40.222
1.259,0.641,0.606,-61.951,26.184,37.781
1.122,0.500,0.459,-13.733,32.471,28.015
1.024,0.362,0.286,-4.333,35.889,21.362
1.078,0.324,0.178,13.733,32.654,16.724
0.971,0.376,0.157,6.226,24.353,20.813
0.920,0.195,0.245,25.879,15.625,17.822
1.023,-0.051,0.359,31.860,12.085,13.916
1.109,-0.005,0.444,11.841,16.907,19.348
1.091,0.184,0.442,-2.380,26.184,27.710
0.982,0.187,0.360,4.700,30.823,29.358
0.936,0.025,0.235,14.832,27.588,26.123
0.916,0.056,0.092,14.038,20.569,26.123
0.926,0.241,0.018,-0.366,11.047,29.419
0.951,0.365,0.056,-7.324,-2.075,28.992
0.928,0.336,0.186,-0.244,-14.038,24.536
0.907,0.221,0.337,10.864,-19.043,19.409
0.904,0.191,0.438,18.311,-15.503,16.846
0.887,0.166,0.459,27.954,-7.935,13.916
0.865,0.024,0.433,42.297,-2.808,9.644
0.856,-0.178,0.403,48.401,-0.977,9.033
0.837,-0.260,0.355,36.133,1.831,12.939
0.822,-0.183,0.318,18.799,2.869,19.043
0.836,-0.051,0.289,8.301,-1.465,22.766
0.874,0.024,0.294,4.211,-7.507,22.461
0.873,0.105,0.320,1.892,-12.268,19.653
0.843,0.114,0.384,0.854,-14.954,15.076
0.842,0.087,0.446,2.502,-16.113,9.766
0.839,0.100,0.467,5.249,-15.503,6.226
0.813,0.110,0.453,3.235,-9.827,2.747
0.802,0.093,0.421,1.343,-4.395,-0.732
0.808,0.008,0.405,1.343,-2.808,-2.563
0.815,-0.008,0.391,-8.362,-1.465,-1.770
0.820,0.110,0.380,-29.175,0.732,0.122
0.829,0.198,0.371,-39.978,0.000,-1.831
0.818,0.139,0.408,-34.424,-5.493,-7.080
0.802,0.014,0.481,-25.330,-10.986,-11.963
0.820,-0.055,0.560,-20.630,-13.184,-12.756
0.829,-0.071,0.611,-20.691,-10.864,-11.780
0.890,-0.104,0.634,-15.625,-7.141,-12.146
0.858,-0.131,0.614,-1.831,-3.906,-12.512
0.868,-0.159,0.573,8.728,-0.916,-11.536
0.888,-0.152,0.500,11.719,2.991,-9.827
0.913,-0.117,0.429,11.597,5.676,-7.385
0.920,-0.065,0.386,10.437,4.456,-4.944
0.914,-0.048,0.392,10.864,0.061,-3.906
0.902,-0.056,0.424,11.414,-3.540,-3.601
0.888,-0.032,0.457,8.179,-4.211,-2.930
0.875,0.022,0.479,8.240,-3.723,-2.319
0.882,0.019,0.476,14.648,-2.991,-3.113
0.872,0.005,0.459,23.437,-1.648,-4.333
0.860,0.010,0.431,30.823,-1.099,-4.517
0.864,0.020,0.404,36.316,-1.404,-5.188
0.877,-0.033,0.390,39.490,-2.441,-6.226
,,,,,
1.306,0.993,0.517,-78.796,-51.453,-15.320
1.406,1.221,0.460,-85.999,-50.598,-13.916
1.514,1.511,0.373,-96.924,-49.866,-15.442
1.595,1.992,0.274,-112.915,-51.453,-18.127
1.590,2.643,0.268,-126.953,-57.068,-23.071
2.045,3.427,0.157,-130.920,-56.702,-29.175
2.377,4.000,0.058,-109.131,-49.927,-53.711
2.117,4.000,-0.023,-61.951,-55.298,-110.718
1.870,4.000,-0.086,-53.406,-57.495,-175.903
1.773,3.847,-0.146,-75.745,-49.438,-242.615
1.237,2.896,-0.107,-85.205,-51.025,-304.932
0.587,2.237,-0.241,-69.519,-74.097,-357.056
0.266,1.832,-0.343,-103.394,-98.999,-392.761
-0.600,1.517,0.007,-245.544,-140.808,-409.546
-1.817,1.085,0.159,-255.615,-181.702,-434.753
-2.698,0.712,0.286,-175.720,-226.318,-465.942
-3.448,0.929,0.575,-173.950,-265.747,-486.633
-4.000,1.019,0.654,-246.460,-286.438,-513.306
-4.000,-0.131,0.128,-394.714,-296.753,-532.166
-4.000,-3.629,4.000,-339.111,-325.806,-541.077
-4.000,-4.000,4.000,136.780,-349.792,-529.480
-4.000,-4.000,4.000,-74.646,-261.780,-372.192
-0.407,-4.000,4.000,-248.413,-83.313,-164.856
0.706,-4.000,2.804,-56.641,72.510,9.827
-1.697,-2.302,1.215,38.330,130.737,166.809
-2.461,0.965,0.643,-25.635,160.583,236.877
-2.376,0.474,0.407,132.507,149.170,211.121
-1.558,-2.539,1.492,261.536,114.746,173.828
-0.989,-4.000,2.456,209.595,109.070,208.984
-1.661,-1.629,2.727,138.550,147.888,305.420
-2.292,0.337,1.495,-11.597,174.072,359.680
-2.257,0.680,0.306,-53.223,219.055,322.205
-1.817,0.081,-0.357,24.963,231.506,270.630
-1.333,-0.251,-0.308,80.750,175.720,259.827
-0.962,-0.293,-0.287,155.334,111.572,269.226
-0.646,-0.348,0.141,146.729,60.852,287.048
-0.270,-0.446,0.527,68.665,28.442,301.086
0.007,-0.122,0.816,43.091,16.724,302.246
0.225,1.223,1.199,-36.072,23.682,297.241
0.531,1.249,1.354,-86.853,48.584,262.085
0.731,0.492,1.207,-25.452,77.942,216.370
0.769,0.070,0.954,-32.104,106.628,200.562
0.515,0.223,0.679,-10.193,126.221,198.181
0.503,0.726,0.379,29.053,128.479,195.129
0.568,1.081,0.182,42.847,121.948,187.439
0.512,0.929,0.148,37.964,117.065,166.199
0.484,0.645,0.213,61.096,98.877,148.987
0.417,0.599,0.379,84.412,79.956,141.907
0.461,0.735,0.550,74.097,74.280,141.418
0.631,0.885,0.612,76.416,79.712,138.306
0.734,0.942,0.557,91.553,90.942,126.587
0.731,0.834,0.431,121.887,97.900,112.671
0.739,0.724,0.271,143.555,101.685,104.187
0.827,0.729,0.125,154.846,101.013,103.271
0.898,0.751,0.075,167.969,91.797,103.699
0.911,0.790,0.159,170.532,77.332,104.248
0.876,0.907,0.311,175.537,67.017,103.333
0.812,1.073,0.454,187.195,66.467,101.563
0.727,1.187,0.529,202.515,72.998,100.159
0.773,1.172,0.530,217.957,83.008,99.976
1.143,1.188,0.420,233.215,89.905,92.896
1.352,1.301,0.061,262.573,86.121,57.373
0.982,0.732,0.164,207.214,62.805,12.939
0.623,0.232,0.373,32.471,30.518,-8.179
0.813,0.467,0.724,-2.136,10.864,-1.099
1.162,0.928,0.639,-77.454,21.179,16.907
1.108,1.224,0.562,-75.806,34.485,11.597
0.694,1.017,0.321,-3.906,33.264,-15.137
0.738,0.832,0.111,7.019,17.090,-34.607
0.918,0.436,-0.058,16.296,-0.549,-60.730
1.006,0.426,0.044,-12.512,-24.963,-61.218
0.967,0.394,0.288,-2.808,-45.715,-56.335
0.995,0.021,0.607,29.907,-53.162,-56.580
1.023,-0.244,0.956,24.353,-43.152,-40.527
0.981,-0.065,0.971,18.188,-10.498,-13.123
0.998,0.047,0.790,7.202,25.757,-2.563
0.985,-0.001,0.467,10.742,38.147,-7.568
0.967,-0.085,0.246,18.433,29.175,-11.780
0.936,-0.138,0.168,0.122,11.353,-11.169
0.898,-0.129,0.272,-15.137,-7.568,-8.362
0.877,-0.034,0.443,-21.484,-19.836,-3.662
0.894,0.055,0.629,-29.175,-23.743,0.610
0.926,0.176,0.710,-23.621,-20.569,2.014
0.937,0.261,0.673,1.831,-13.794,-1.465
0.930,0.251,0.543,28.870,-6.836,-7.263
0.904,0.167,0.411,39.612,-3.784,-12.085
0.867,0.093,0.317,40.039,-4.639,-14.160
0.838,0.049,0.294,34.424,-8.423,-14.282
0.850,-0.004,0.344,22.278,-14.404,-13.733
0.864,-0.096,0.466,6.287,-20.630,-12.634
0.836,-0.225,0.605,-6.409,-23.315,-11.658
0.839,-0.258,0.677,-15.015,-19.897,-10.010
0.831,-0.121,0.641,-21.912,-12.207,-7.080
0.809,-0.003,0.523,-22.095,-6.165,-6.592
0.783,-0.003,0.397,-12.573,-6.042,-8.728
0.761,-0.079,0.329,-1.465,-10.986,-11.353
0.778,-0.104,0.335,-1.160,-16.296,-11.414
0.807,-0.105,0.418,-7.202,-20.264,-9.277
0.816,-0.100,0.543,-9.766,-22.888,-7.202
0.815,-0.099,0.675,-5.859,-23.010,-6.348
0.815,-0.096,0.755,3.357,-18.616,-6.348
0.846,-0.070,0.731,13.184,-10.315,-6.653
0.860,-0.093,0.639,19.775,-2.075,-7.385
0.922,-0.222,0.557,21.545,0.305,-8.728
0.709,-0.336,0.570,14.954,-3.418,-9.644
0.737,-0.260,0.579,6.836,-9.216,-5.310
0.949,0.052,0.510,-8.545,0.671,3.723
0.818,0.234,0.469,-15.625,0.366,2.930
0.887,0.141,0.446,4.272,-1.099,-6.531
0.818,-0.010,0.456,17.883,-6.775,-12.878
0.805,-0.062,0.536,48.401,-20.447,-14.771
0.832,0.036,0.559,54.749,-18.372,-9.705
0.839,0.087,0.505,43.335,-2.869,-6.897
0.833,0.037,0.406,43.152,6.592,-9.766
0.825,-0.092,0.357,46.997,2.991,-15.015
0.806,-0.295,0.387,47.363,-8.667,-20.874
0.762,-0.518,0.517,31.433,-19.104,-22.156
0.758,-0.595,0.678,7.202,-22.522,-15.808
0.805,-0.421,0.782,-22.827,-18.188,-5.005
,,,,,
1.298,0.696,0.779,-57.983,-28.442,-15.747
1.455,0.864,0.901,-95.764,-29.785,-6.470
1.631,1.162,0.974,-138.550,-26.733,3.723
1.773,1.599,0.935,-172.363,-19.958,10.803
1.842,2.020,0.813,-181.335,-17.151,8.972
1.919,2.271,0.562,-159.302,-17.944,-7.080
1.890,2.199,0.408,-121.521,-16.418,-30.823
1.967,2.347,0.232,-116.150,-23.682,-45.898
1.899,2.710,0.157,-118.164,-30.212,-57.556
1.765,3.210,0.036,-117.554,-31.555,-77.209
1.768,3.577,0.052,-112.610,-37.109,-111.816
1.659,3.586,0.105,-101.624,-41.321,-160.706
1.441,3.524,0.106,-91.675,-40.588,-210.205
0.965,3.050,-0.107,-72.327,-39.917,-265.198
0.517,2.146,-0.050,-63.965,-58.777,-325.806
-0.146,1.423,0.155,-86.975,-88.928,-365.173
-0.968,0.974,0.102,-107.910,-112.122,-396.179
-1.642,0.734,0.305,-128.174,-132.507,-419.373
-2.257,0.618,0.499,-182.190,-169.373,-435.730
-2.955,0.949,0.340,-169.495,-186.035,-462.524
-4.000,1.068,-0.256,-259.277,-194.519,-495.972
-4.000,-0.265,-0.702,-474.670,-234.619,-515.198
-4.000,-2.354,4.000,-510.986,-341.492,-495.789
-4.000,-4.000,4.000,325.623,-426.880,-543.762
-3.988,-4.000,4.000,92.224,-288.452,-434.387
-0.607,-4.000,4.000,-301.331,2.075,-237.366
-0.176,-4.000,1.520,-59.265,213.989,-67.322
-1.510,-3.599,0.508,168.152,252.930,124.878
-1.733,0.146,0.032,-15.198,153.931,242.371
-2.007,0.489,0.962,173.035,68.176,231.628
-1.876,-1.879,2.282,276.184,38.818,171.692
-1.391,-3.322,3.397,252.991,66.284,183.044
-1.309,-1.025,2.116,123.840,189.087,250.854
-1.417,-0.134,0.740,17.578,263.000,280.579
-1.497,-0.502,-0.702,0.122,240.295,268.250
-1.220,-0.188,-0.612,-39.185,176.147,263.733
-1.155,0.311,-0.436,35.889,96.436,256.836
-0.832,0.400,0.146,56.763,36.560,247.864
-0.467,0.110,0.656,64.880,5.127,239.624
-0.284,-0.133,0.986,98.022,12.085,237.671
-0.218,-0.165,0.985,83.313,47.424,247.009
-0.159,-0.228,0.835,81.238,84.717,248.657
0.087,-0.231,0.625,77.271,95.520,246.216
0.230,-0.221,0.538,64.514,90.820,246.399
0.255,-0.410,0.421,116.882,76.111,242.249
0.502,1.064,0.169,122.742,47.852,247.620
0.897,1.947,0.020,-21.973,40.466,231.750
0.904,1.472,0.205,-55.115,42.847,179.626
0.579,0.342,0.357,18.738,21.362,135.498
0.413,-0.323,0.641,83.679,-2.808,127.991
0.442,0.016,0.850,75.867,-4.028,148.376
0.645,0.792,1.002,51.025,15.137,161.316
0.829,1.230,0.921,61.951,44.495,153.198
0.946,0.999,0.818,66.284,68.481,133.118
0.910,0.465,0.702,74.524,82.275,119.446
0.819,0.318,0.599,86.365,87.830,121.033
0.789,0.682,0.492,91.553,90.149,127.258
0.859,1.145,0.402,88.379,90.637,124.634
0.935,1.315,0.375,99.243,89.600,109.497
0.957,1.126,0.435,139.404,80.627,89.233
1.011,0.833,0.547,181.152,68.604,79.773
0.900,0.940,0.779,182.617,68.237,86.975
1.059,1.253,0.495,224.182,81.604,77.332
1.271,1.125,0.403,214.417,93.506,58.411
1.032,0.351,0.167,137.634,96.802,22.339
0.805,0.024,0.193,131.104,78.979,7.080
0.869,0.271,0.248,23.071,60.913,25.757
1.158,0.650,0.313,-29.602,43.274,40.833
1.154,0.833,0.379,-52.307,31.433,38.818
0.992,0.708,0.410,-37.415,19.714,20.752
1.037,0.500,0.395,14.038,8.362,3.540
1.004,1.000,0.465,38.330,-14.709,15.320
0.969,1.289,0.432,42.419,-10.376,10.620
1.025,1.131,0.342,36.621,8.057,-9.521
0.989,0.830,0.532,2.380,1.587,-14.587
0.998,0.417,0.764,42.969,-7.629,-17.639
0.980,0.366,0.963,20.813,5.981,-16.846
0.981,0.520,0.844,5.127,38.391,-14.832
0.973,0.556,0.600,19.165,61.096,-17.212
0.953,0.374,0.355,24.597,68.420,-20.325
0.929,-0.055,0.167,45.776,63.660,-26.978
0.885,-0.398,0.069,53.955,50.537,-27.527
0.878,-0.546,0.054,58.167,29.480,-21.362
0.908,-0.458,0.143,42.847,5.432,-7.385
0.916,-0.252,0.243,20.935,-5.676,6.165
0.970,-0.076,0.357,-14.160,-8.057,14.404
1.016,0.070,0.421,-22.705,-8.484,15.015
1.023,0.239,0.432,-4.761,-8.667,10.315
0.966,0.344,0.384,5.676,-9.949,4.517
0.919,0.342,0.340,6.104,-9.460,-0.732
0.905,0.272,0.252,3.357,-4.761,-4.639
0.902,0.177,0.198,0.427,-2.502,-7.690
0.876,0.060,0.207,-1.953,-7.690,-9.277
0.848,-0.042,0.283,-4.456,-16.968,-9.521
0.831,-0.094,0.391,-9.583,-23.621,-8.179
0.828,-0.124,0.493,-13.489,-24.292,-6.714
0.836,-0.183,0.554,-15.198,-20.752,-5.676
0.854,-0.218,0.595,-13.489,-17.029,-3.723
0.857,-0.203,0.590,-6.531,-13.855,-1.038
0.844,-0.144,0.544,-1.099,-9.705,1.282
0.845,-0.094,0.467,4.456,-5.554,2.258
0.853,-0.042,0.397,11.658,-5.554,2.563
0.846,0.034,0.372,16.479,-8.972,2.869
0.837,0.103,0.385,18.372,-13.428,2.258
0.835,0.136,0.429,20.874,-16.235,0.427
0.828,0.084,0.508,24.780,-17.700,-1.831
0.816,-0.033,0.599,27.222,-17.761,-3.052
0.807,-0.111,0.667,23.376,-14.465,-1.892
0.799,-0.124,0.678,17.334,-8.179,-0.061
0.812,-0.074,0.640,15.381,-1.587,0.793
0.828,-0.004,0.554,19.836,1.831,0.488
0.833,-0.005,0.481,22.644,2.075,-1.343
0.815,-0.068,0.440,22.339,1.465,-2.808
0.799,-0.128,0.428,23.682,0.671,-2.808
0.810,-0.129,0.439,26.367,0.000,-1.343
0.849,-0.102,0.453,27.222,0.122,0.854
0.885,-0.076,0.466,28.748,0.183,1.221
0.872,-0.063,0.466,34.180,-0.854,0.244
0.848,-0.072,0.460,38.818,-2.502,-0.854
,,,,,
1.064,1.444,0.573,-68.970,-27.222,-43.396
1.138,1.604,0.757,-87.402,-34.546,-55.115
1.169,1.725,0.970,-110.535,-37.598,-69.763
1.209,1.890,1.068,-135.681,-32.593,-86.487
1.273,2.214,0.979,-153.076,-20.935,-104.492
1.365,2.721,0.725,-162.109,-9.644,-123.291
1.465,3.239,0.434,-163.513,-2.991,-146.179
1.517,3.594,0.251,-161.987,-2.930,-172.729
1.615,3.701,0.140,-158.264,-8.301,-201.172
1.600,3.507,0.190,-145.081,-17.395,-228.760
1.472,2.989,0.096,-124.878,-22.217,-259.094
1.381,2.501,0.134,-128.967,-30.823,-288.208
1.149,2.335,0.021,-137.207,-44.495,-313.232
0.776,2.396,0.044,-163.208,-58.899,-343.323
0.169,2.429,-0.010,-173.645,-80.627,-385.559
-0.697,2.328,-0.034,-171.936,-116.333,-434.021
-1.621,1.688,0.015,-92.468,-150.879,-488.586
-2.540,0.719,0.037,1.892,-179.016,-535.889
-3.327,0.268,0.247,0.977,-190.979,-557.983
-3.929,0.456,0.485,-168.518,-187.805,-557.495
-4.000,-0.437,3.563,-292.664,-187.561,-579.590
-4.000,-4.000,4.000,-33.508,-123.352,-608.154
-4.000,-4.000,4.000,-178.406,-29.724,-540.955
-4.000,-4.000,3.398,-468.872,-40.833,-390.442
-1.400,-4.000,2.204,-249.695,-99.976,-268.799
0.229,-4.000,2.319,28.625,-79.468,-145.386
-0.657,-3.298,2.654,156.616,12.451,98.267
-2.115,-0.904,2.663,171.814,34.851,216.919
-1.788,-2.240,1.923,137.756,133.118,230.103
-1.356,-2.496,0.812,139.160,243.469,240.173
-1.424,-0.964,0.832,166.382,237.488,267.822
-1.309,-0.339,0.241,113.953,141.113,272.034
-1.183,-0.185,0.198,19.104,85.388,252.625
-1.052,0.050,-0.038,44.678,88.867,228.333
-0.834,-0.217,-0.118,105.103,65.796,207.642
-0.568,-0.329,0.442,76.355,39.978,221.191
-0.421,-0.706,0.705,51.758,21.240,235.229
-0.489,-0.272,0.837,55.542,34.973,243.958
-0.323,-0.123,0.689,64.148,56.152,242.187
-0.088,-0.329,0.366,81.177,57.068,229.065
0.200,-0.314,0.425,86.975,44.189,226.257
0.222,-0.258,0.304,54.199,24.292,226.501
0.352,-0.406,0.364,66.772,13.611,217.834
0.461,-0.399,0.333,32.471,7.996,219.727
0.651,0.441,0.357,17.029,-0.916,222.168
0.634,0.980,0.454,-48.035,-2.075,211.853
0.648,0.545,0.760,-77.393,2.502,180.969
0.628,-0.233,0.931,-12.817,3.052,153.564
0.631,-0.402,1.011,8.850,14.954,152.893
0.705,0.084,0.783,21.606,42.908,160.583
0.820,0.514,0.543,34.485,56.885,158.813
0.816,0.448,0.358,54.443,54.016,146.057
0.751,0.262,0.256,77.148,48.645,134.460
0.769,0.174,0.168,82.642,43.701,134.644
0.780,0.207,0.295,72.021,32.166,137.878
0.710,0.590,0.563,57.434,22.827,141.602
0.766,0.807,0.487,110.352,29.663,124.512
0.951,0.731,0.607,128.601,37.476,111.023
0.995,0.540,0.401,153.564,43.884,94.543
1.140,0.343,0.264,214.355,50.049,74.280
1.107,-0.006,0.251,183.838,37.537,60.242
0.997,-0.302,0.532,112.488,4.395,56.763
0.965,-0.327,0.854,40.955,-10.986,67.627
1.018,-0.253,1.051,9.338,-4.578,81.787
1.022,-0.259,1.085,4.944,14.648,92.468
0.873,-0.045,0.971,-7.996,38.940,105.286
0.812,0.341,0.713,-19.104,59.692,113.342
0.906,0.721,0.402,-8.240,67.810,108.765
0.987,1.030,0.176,15.076,60.303,96.069
0.987,1.110,0.100,40.527,40.649,78.857
0.993,0.951,0.113,72.205,22.461,57.922
1.177,0.534,0.290,104.919,1.465,44.556
1.047,0.673,0.634,98.450,-29.236,59.692
0.892,0.602,0.914,88.257,-23.254,61.035
0.829,0.654,1.000,81.604,12.207,59.937
0.944,0.706,0.840,30.945,39.124,59.265
1.006,0.937,0.571,37.231,56.763,53.101
1.000,1.121,0.319,27.588,58.411,44.495
0.984,1.022,0.213,21.118,43.884,26.550
0.952,0.780,0.196,43.091,25.635,8.057
0.975,0.565,0.185,53.833,14.587,-1.709
0.974,0.400,0.203,44.312,11.963,-3.662
0.908,0.115,0.251,32.043,9.644,-4.272
0.855,-0.217,0.292,34.546,4.211,-4.944
0.863,-0.407,0.343,25.635,-2.380,-1.343
0.862,-0.306,0.406,1.953,-10.010,7.324
0.858,-0.047,0.432,-18.372,-14.771,13.245
0.854,0.040,0.469,-29.846,-17.334,12.390
0.833,-0.006,0.491,-36.865,-16.968,11.292
0.838,-0.090,0.505,-40.710,-12.207,12.756
0.868,-0.105,0.511,-45.898,-7.751,15.991
0.884,-0.066,0.541,-45.715,-7.019,18.799
0.847,0.036,0.581,-36.133,-8.301,18.616
0.836,0.144,0.599,-26.306,-8.057,15.320
0.863,0.199,0.583,-14.893,-6.104,9.766
0.867,0.184,0.556,-5.798,-4.395,4.089
0.828,0.131,0.541,1.892,-2.747,0.000
0.790,0.027,0.554,6.287,-1.099,-2.014
0.768,-0.066,0.580,2.075,0.977,-1.099
0.820,-0.058,0.564,-6.592,5.066,2.258
0.819,0.069,0.506,-14.160,9.155,5.188
0.807,0.161,0.423,-15.015,10.803,3.967
0.837,0.136,0.336,-9.155,7.996,-0.916
0.866,0.063,0.301,5.005,1.160,-4.761
0.841,0.018,0.331,16.418,-7.019,-6.104
0.805,0.036,0.393,20.813,-11.230,-5.188
0.822,0.064,0.439,25.330,-11.597,-5.066
0.849,0.067,0.454,31.067,-10.193,-5.859
0.836,0.032,0.470,40.771,-10.071,-7.629
0.808,-0.083,0.513,50.232,-12.573,-8.179
0.781,-0.234,0.580,48.645,-13.367,-6.348
0.799,-0.244,0.600,33.813,-8.179,-1.587
0.852,-0.068,0.543,17.822,-1.282,3.967
0.875,0.105,0.466,6.592,0.610,5.676
0.853,0.114,0.412,6.348,-2.869,1.282
0.822,0.032,0.391,13.916,-8.423,-3.479
0.813,-0.019,0.422,15.442,-12.268,-4.517
0.827,-0.008,0.494,11.353,-12.573,-2.930
0.851,0.043,0.568,11.475,-11.108,-1.892
,,,,,
1.035,1.012,0.562,-39.978,-15.381,-50.171
1.060,1.060,0.624,-48.157,-15.381,-57.434
1.075,1.165,0.679,-56.702,-14.771,-64.941
1.108,1.262,0.682,-62.195,-14.099,-74.402
1.111,1.279,0.703,-68.604,-14.099,-85.022
1.206,1.211,0.723,-73.242,-14.771,-93.994
1.344,1.193,0.752,-92.163,-11.902,-97.168
1.453,1.418,0.720,-123.291,-5.737,-95.032
1.577,1.878,0.551,-146.423,0.305,-96.375
1.742,2.324,0.320,-146.240,2.319,-107.056
1.782,2.622,0.107,-127.197,-0.977,-127.563
1.693,2.778,-0.013,-111.572,-8.850,-154.724
1.621,2.731,0.057,-94.055,-18.799,-185.913
1.380,2.697,0.075,-83.557,-22.766,-215.027
1.244,2.377,-0.073,-70.190,-10.498,-255.249
1.048,1.950,0.127,-100.647,-27.344,-290.466
0.636,1.668,0.151,-136.902,-58.960,-318.054
0.128,1.409,0.116,-115.417,-61.584,-353.149
-0.626,1.025,0.111,-139.221,-70.007,-386.230
-1.360,0.641,0.087,-147.339,-93.384,-410.828
-1.907,0.362,0.182,-142.456,-122.742,-431.030
-2.423,0.518,0.251,-149.109,-149.536,-447.815
-3.183,0.654,0.198,-224.854,-174.561,-469.299
-4.000,-0.541,0.469,-416.626,-210.693,-481.567
-4.000,-3.230,4.000,-341.187,-227.356,-451.111
-4.000,-4.000,4.000,64.697,-134.155,-458.801
-3.922,-2.750,3.676,-168.762,-78.308,-371.277
-1.325,-3.999,2.570,-182.617,-73.669,-304.443
0.138,-4.000,2.191,10.925,-66.833,-247.192
-0.240,-4.000,2.106,122.070,-60.608,-85.327
-0.947,-1.394,1.933,56.641,-22.339,64.453
-1.304,-1.157,1.770,192.932,43.701,97.900
-0.901,-2.520,1.526,180.054,99.182,118.042
-0.632,-2.732,1.701,133.301,116.150,165.894
-0.895,-1.647,1.498,72.388,129.578,202.271
-1.141,-1.131,1.028,8.118,127.258,210.510
-1.239,-1.123,0.490,-5.554,112.427,217.468
-1.138,-0.830,0.326,-31.799,99.854,234.436
-1.082,-0.539,0.531,-11.047,71.350,246.277
-1.038,-0.469,0.818,19.165,52.673,247.253
-0.888,-0.520,0.963,41.077,58.167,244.934
-0.811,-0.549,0.912,57.739,66.833,244.751
-0.553,-0.462,0.716,74.097,73.486,248.352
-0.265,-0.281,0.483,77.454,72.754,251.709
0.004,-0.279,0.373,89.111,57.678,243.469
0.067,-0.486,0.316,113.098,36.560,231.140
0.087,-0.425,0.463,86.792,15.808,231.934
0.143,-0.328,0.662,46.326,4.883,239.380
0.212,-0.200,0.726,45.044,-0.122,243.774
